"label","Project_Name","Project_Budget","Client_ID","Domain_Skill","Location_Index","City_Name","Country","ISO","Admin_Name","lat","lng","Client_Name","Project_Budget2"
"VULNERABILITY MANAGEMENT SERVICENOW SECOPS MODULE - $291,080","VULNERABILITY MANAGEMENT SERVICENOW SECOPS MODULE",291080,497,"Mobile",47,"New York","United States","USA","New York",40.6943,-73.9249,"Real Return Group","$291,080"
"INTRADAY NOSTRO MANAGEMENT PROJECT - $37,310,225","INTRADAY NOSTRO MANAGEMENT PROJECT",37310224.6,146,"Mobile",48,"Los Angeles","United States","USA","California",34.1139,-118.4068,"CME Europe","$37,310,225"
"GLOBAL BENEFITS MODULE - $218,624","GLOBAL BENEFITS MODULE",218624.33,316,"Mobile",48,"Los Angeles","United States","USA","California",34.1139,-118.4068,"J O Hambro Capital Management","$218,624"
"ABWT-4K17 - $12,141,704","ABWT-4K17",12141703.8,423,"Mobile",48,"Los Angeles","United States","USA","California",34.1139,-118.4068,"Nigerian Stock Exchange","$12,141,704"
"VISA DEBIT SETTLEMENT - $420,326","VISA DEBIT SETTLEMENT",420325.6,585,"Mobile",48,"Los Angeles","United States","USA","California",34.1139,-118.4068,"Threadneedle Asset Management Ltd","$420,326"
"DIVESTITURE OF SCOTIABANK ANTIGUA - $381,940","DIVESTITURE OF SCOTIABANK ANTIGUA",381940,109,"Mobile",49,"Chicago","United States","USA","Illinois",41.8373,-87.6862,"Cadis","$381,940"
"IIROC DEBT REPORTING REQUIREMENT - $2,134,055","IIROC DEBT REPORTING REQUIREMENT",2134055.2,559,"Mobile",49,"Chicago","United States","USA","Illinois",41.8373,-87.6862,"Start-Up Meyer","$2,134,055"
"PAYMENTS MODERNIZATION - PAYMOD HIGH VALUE W3 - $1,577,096","PAYMENTS MODERNIZATION - PAYMOD HIGH VALUE W3",1577096.33,72,"Mobile",50,"Miami","United States","USA","Florida",25.7839,-80.2102,"Barclays","$1,577,096"
"STRUCTURED NOTES MODERNIZATION - $1,231,525","STRUCTURED NOTES MODERNIZATION",1231525,492,"Mobile",50,"Miami","United States","USA","Florida",25.7839,-80.2102,"RBM","$1,231,525"
"TPRM - THIRD PARTY RISK MANAGEMENT - $530,000","TPRM - THIRD PARTY RISK MANAGEMENT",530000,262,"Mobile",51,"Dallas","United States","USA","Texas",32.7936,-96.7662,"GSAM","$530,000"
"IB TRANSACTION MONITORING - IB AML ECR TM - $1,962,306","IB TRANSACTION MONITORING - IB AML ECR TM",1962305.6,381,"Mobile",52,"Philadelphia","United States","USA","Pennsylvania",40.0077,-75.1339,"Marathon Asset Management","$1,962,306"
"MEXICO CCP WAVE 3 - $1,300,000","MEXICO CCP WAVE 3",1300000,422,"Mobile",52,"Philadelphia","United States","USA","Pennsylvania",40.0077,-75.1339,"NG Clearing","$1,300,000"
"AML - TM CB MODEL DEVELOPMENT AND IMPLEMENTATION - CB - $2,970,081","AML - TM CB MODEL DEVELOPMENT AND IMPLEMENTATION - CB",2970080.63,454,"Mobile",52,"Philadelphia","United States","USA","Pennsylvania",40.0077,-75.1339,"Oriflame Cosmetics SA","$2,970,081"
"BASEL III REVISIONS - AUDIT - $11,700,444","BASEL III REVISIONS - AUDIT",11700443.9,1,"Mobile",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"A J Bell Securities","$11,700,444"
"FORECAST MODULE FUTURE STATE SOLUTION - $1,098,429","FORECAST MODULE FUTURE STATE SOLUTION",1098429.07,177,"Mobile",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"Deloitte","$1,098,429"
"COVID 19-CANADA EMERGENCY BUSINESS ACCOUNT - CEBA - $365,000","COVID 19-CANADA EMERGENCY BUSINESS ACCOUNT - CEBA",365000,462,"Mobile",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"Pension Protection Fund","$365,000"
"LATAM GLOBAL WAN UPGRADE - $952,155","LATAM GLOBAL WAN UPGRADE",952154.78,464,"Mobile",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"Phoenix","$952,155"
"PROJECT SLICE - $9,477,950","PROJECT SLICE",9477950,544,"Mobile",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"Shinsei Bank","$9,477,950"
"TIME N ATTENDANCE UPDATE - $932,600","TIME N ATTENDANCE UPDATE",932600,232,"Mobile",57,"Phoenix","United States","USA","Arizona",33.5722,-112.0891,"First Derivatives","$932,600"
"IB AML TRANSFORMATION WAVE 2 - $7,205,295","IB AML TRANSFORMATION WAVE 2",7205295,623,"Mobile",57,"Phoenix","United States","USA","Arizona",33.5722,-112.0891,"Wesleyan Assurance Society","$7,205,295"
"INSURANCE DIGITAL STRATEGY - $519,006","INSURANCE DIGITAL STRATEGY",519005.56,138,"Mobile",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"Citigroup Corporate and Transaction Banking","$519,006"
"MM ITRADE PWO FY21 - $12,834,626","MM ITRADE PWO FY21",12834626.4,353,"Mobile",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"Korea Exchange","$12,834,626"
"SUPPLEMENTARY CARD MASS RENEWAL PROJECT - $1,960,000","SUPPLEMENTARY CARD MASS RENEWAL PROJECT",1960000,380,"Mobile",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"Man Group","$1,960,000"
"PA PROCESS ENHANCEMENT - $2,687,228","PA PROCESS ENHANCEMENT",2687227.94,610,"Mobile",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"Veritas Investment Management","$2,687,228"
"GRM AML - PROJECT PICASSO - $4,510,589","GRM AML - PROJECT PICASSO",4510588.7,361,"Mobile",59,"San Francisco","United States","USA","California",37.7562,-122.443,"Leadenhall Capital","$4,510,589"
"PCMLTFA NEW REGULATIONS - CB - $25,141","PCMLTFA NEW REGULATIONS - CB",25141.05,419,"Mobile",59,"San Francisco","United States","USA","California",37.7562,-122.443,"Newedge","$25,141"
"RM ABM N CRU STEADY STATE OPERATIONS - $281,400","RM ABM N CRU STEADY STATE OPERATIONS",281400,445,"Mobile",59,"San Francisco","United States","USA","California",37.7562,-122.443,"OCC","$281,400"
"SCT TANGERINE WAVE 2 - $782,043","SCT TANGERINE WAVE 2",782043,422,"Mobile",60,"San Jose","United States","USA","California",37.3019,-121.8486,"NG Clearing","$782,043"
"TURRET & VOICE RECORDING RISK MITIGATION - $1,015,030","TURRET & VOICE RECORDING RISK MITIGATION",1015029.6,506,"Mobile",60,"San Jose","United States","USA","California",37.3019,-121.8486,"Robert Clifford","$1,015,030"
"RAPID ANTIGEN SCREENING PROGRAM - $4,792,254","RAPID ANTIGEN SCREENING PROGRAM",4792253.6,229,"Mobile",61,"Cleveland","United States","USA","Ohio",41.4767,-81.6804,"Fimatix","$4,792,254"
"ECR AML PROGRAM OFFICE - $1,041,738","ECR AML PROGRAM OFFICE",1041737.6,294,"Mobile",61,"Cleveland","United States","USA","Ohio",41.4767,-81.6804,"Independent Franchise Partners","$1,041,738"
"MM INVESTMENT MANAGEMENT OPERATIONAL ENHANCEMENTS - $9,442,012","MM INVESTMENT MANAGEMENT OPERATIONAL ENHANCEMENTS",9442011.9,421,"Mobile",61,"Cleveland","United States","USA","Ohio",41.4767,-81.6804,"Nex","$9,442,012"
"GHR OPTIMIZATION - $1,080,793","GHR OPTIMIZATION",1080792.9,49,"Mobile",62,"Pittsburgh","United States","USA","Pennsylvania",40.4396,-79.9762,"Augentius Guernsey","$1,080,793"
"CCOP CENTRAL FUNDING - $4,094,550","CCOP CENTRAL FUNDING",4094550,209,"Mobile",62,"Pittsburgh","United States","USA","Pennsylvania",40.4396,-79.9762,"EuroCCP","$4,094,550"
"GETABSTRACT - $2,555,056","GETABSTRACT",2555056,431,"Mobile",62,"Pittsburgh","United States","USA","Pennsylvania",40.4396,-79.9762,"Nordic Investment Bank","$2,555,056"
